number,formid,form.sampleid,form.barcode,form.sampleid_no_match,form.sample_type,form.study_type,form.p_location,form.t_location,form.s_location,form.ec_dd,form.ec_th,form.ev_lat_lon,form.ev_way,form.ev_way_deviceID,form.neighbor,form.source_ty_ocean,form.other_source_ocean,form.produce_type,form.produce_quantity,form.water_level,form.water_flow,form.drain_size,form.drain_lining,form.currently_raining,form.rain_last_day,form.feces_near,form.animals_near,form.housolds_present,form.num_households_present,form.schools_present,form.pub_latrines_present,form.hh_latrines_present,form.orn_ag_present,form.businesses_present,form.source_ty,form.other_source,form.containr,form.covered,form.free_cl,form.total_cl,form.surface_source_ty,form.surface_source_ty_other,form.source_dist,form.particle_sample_type,form.particle_sample_type_other,form.swab_surface,form.swab_surface_other,form.source_type,form.source_type_other,form.n_stall,form.vis_fec,form.latrine_user_num,form.hw_stat,form.dis_lat,form.notes,form.collection_enumerator_names,form.@uiVersion,openrosa_headers.HTTP_X_OPENROSA_VERSION,date_header,auth_context.doc_type,auth_context.domain,form.collector_id,auth_context.user_id,_rev,computed_modified_on_,form.meta.location.@xmlns,form.ev_notes,auth_context.authenticated,form.#type,initial_processing_complete,form.sample_weight,path,domain,completed_time,started_time,username,received_on,caseid,case_name
385,15f7783d-e80b-452c-96e0-a1562b17f418,296,296,---,7,---,---,---,---,2016-06-08,09:44:00.000Z,5.56394906 -0.21091648 49.0 4.0,296,WRI 15,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterines, laterine wall",4,---,14,6,9999,1,---,Two stalls out not functioning,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-294325a691d5d01b4513a8f2f5e49fa5,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-08 09:51:31,2016-06-08 09:44:20,mchrisk,2016-06-08 09:51:37,---,---
386,167ffefe-ef7e-42e6-88f7-7f86073e5171,868,868,---,3,---,---,---,---,2016-03-22,11:10:00.000Z,5.52620668 -0.25937363 37.0 5.0,0,NA,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,1,1,0.05,0.14,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"Bert Boi, Mario, Christian",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-42b17e4265e92c8ddf8806b26c3d39bd,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/,sp-accra,2016-03-22 11:16:00,2016-03-22 11:10:03,test,2016-03-23 08:49:58,---,---
387,11da216b-f745-4d2d-b30b-73c96ca60d39,158,158,---,4,---,---,---,---,2016-05-09,10:47:00.000Z,5.52388289 -0.24844482 31.0 3.0,158,WRI 15,Chorkor,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Plastic waste on shore within 3m of open water,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-39d453dcc3388452150f7a73c4e9d29e,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-09 10:48:27,2016-05-09 10:46:47,mchrisk,2016-05-11 11:49:14,---,---
388,1206fe1d-a0c8-4d58-acc5-61d6365451e6,899,899,---,7,---,---,---,---,2016-03-31,10:50:00.000Z,5.52584665 -0.25368967 34.0 5.0,44,03,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterine, flushing bucket handle",5,---,15,2,40,1,---,"Wet floor, flies","MC, BNBB, CKAF, RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-cf78144fc287d5ae40c81099da1259f6,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-31 10:53:03,2016-03-31 10:50:17,test,2016-06-03 16:52:21,---,---
389,1468959a-5694-452a-95db-a00b0ae01649,498,498,---,8,---,---,---,---,2016-07-05,12:37:00.000Z,5.57575669 -0.20449789 40.0 5.0,498,WRI 3,Kokomlemle,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,1,---,---,---,---,---,---,---,---,---,50,School field sampled.,"BNBB,RK,MC",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-ed0f9d7406e8811c21a8596c55d48f26,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-05 12:40:15,2016-07-05 12:37:34,rkuddy,2016-07-05 12:42:12,---,---
390,1eae5f35-ca1c-40b1-a1ad-06c5625832f7,332,332,---,6,---,---,---,---,2016-06-16,09:19:00.000Z,5.56196498 -0.20991098 49.0 5.0,332,WRI 2,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,10,Within 3m of trash,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-29920581d9e7a41428f360ce4bf274f3,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-16 09:20:56,2016-06-16 09:19:30,rkuddy,2016-06-16 09:22:47,---,---
391,1f813478-bce1-4d79-8ce6-9b119b521967,435,435,---,7,---,---,---,---,2016-06-23,11:52:00.000Z,5.55405048 -0.18715329 35.0 5.0,435,WRI 3,Ringway,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,Public laterine,5,---,2,0,9999,1,---,No soap at handwashing station,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-caeec6d8e711b6011b8e7ed98c2047d0,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-23 11:53:31,2016-06-23 11:51:57,cafrimpong,2016-06-23 11:53:37,---,---
392,1ff55d48-6686-4be5-a94f-41026486c2aa,387,387,---,7,---,---,---,---,2016-06-20,12:18:00.000Z,5.55630947 -0.21592211 20.0 5.0,387,WRI3,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,5,0,---,Swabbed latrine door handle and toilet seat.,BNBB,1,1.0,---,AuthContext,sp-accra,---,3b74088468b9017329b42841ed7918fe,2-c42fc13851aafdb6aa453ccecb2332cd,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-20 12:20:43,2016-06-20 12:18:42,bnbboye,2016-06-20 13:29:20,---,---
393,2073fd5a-111b-4a0b-a322-431dfa80f29f,866,866,---,3,---,---,---,---,2016-03-22,10:56:00.000Z,5.5254827 -0.25865729 40.0 5.0,0,NA,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,0,---,0.07,0.11,---,---,---,---,---,---,---,---,---,---,---,---,---,---,public washroom within 3m from sampling site,"Bert Boi, Mario, Christian",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-026b42847a90cbb2938f49a57ed8bd48,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/,sp-accra,2016-03-22 11:01:21,2016-03-22 10:55:35,test,2016-03-23 08:49:55,---,---
394,18b9ff9f-4088-4e0c-8a9e-01ba93965e7f,686,686,---,2,---,---,---,---,2016-04-21,10:40:00.000Z,5.52835696 -0.24192405 47.0 7.0,686,WRI 3,Chorkor,---,---,Green pepper,19,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Within 3m of drain,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-0ee5e7193bb80a96628069e6ec791250,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-04-21 10:42:53,2016-04-21 10:36:42,mchrisk,2016-04-21 10:42:58,---,---
395,2171da5b-aab8-4faf-a8e8-df413a37a73b,397,397,---,8,---,---,---,---,2016-06-23,10:35:00.000Z,5.55342786 -0.18366034 34.0 4.0,397,WRI 3,Ringway,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,1,---,---,---,---,---,---,---,---,---,9999,within 3m of open drain,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-c3e693e6e9db8c657b227384ca9fce8e,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-23 10:37:08,2016-06-23 10:34:24,rkuddy,2016-06-23 10:39:00,---,---
396,21da65c9-40a3-40bf-a188-3385839b9ef6,287,287,---,2,---,---,---,---,2016-06-06,11:56:00.000Z,5.5618593 -0.21268987 44.0 5.0,287,WRI 15,Adabraka,---,---,Red pepper,19,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,N/A,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-6244573df9adaa671cabbd508074dde0,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-06 11:57:29,2016-06-06 11:55:27,mchrisk,2016-06-06 11:57:38,---,---
397,e52c6c17-3f10-4eb4-b71d-653bc07f3a90,863,863,---,1,S,---,---,4,2016-03-22,09:51:00.000Z,5.52278739 -0.25654451 28.0 5.0,0,NA,Shiabu,---,---,---,---,2,2,3,1,0,0,0,0,1,3,0,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Drain is filled with public waste hence choked and preventing it from flowing,"Bert Boi, Mario, Christian",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-d7e250e605131612e15322af2c5073d9,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/,sp-accra,2016-03-22 09:57:07,2016-03-22 09:50:48,test,2016-03-23 08:49:43,---,---
398,e550584e-70ac-4762-95df-d39a2a3e9653,594,594,---,7,---,---,---,---,2016-07-20,11:08:00.000Z,5.57840328 -0.21279505 68.0 5.0,594,WRI 3,Kokomlemle,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,5,---,1,0,6,1,---,latrine floor swabbed,RK,1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-43c4c7611335844bb1c38117b4538ca0,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-20 11:09:08,2016-07-20 11:07:39,rkuddy,2016-07-21 14:15:45,---,---
399,e0d04ab4-d8c4-4856-be9c-373a50248a90,449,449,---,1,S,---,---,23,2016-06-29,11:34:00.000Z,5.56251318 -0.19412898 55.0 5.0,449,WRI4,Ringway,---,---,---,---,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,N/A,"BNBB, CFK, MC",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-f57ebecb440e2f76ea0e79718e204d74,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-29 11:36:58,2016-06-29 11:32:45,mchrisk,2016-07-04 09:40:49,---,---
400,eab1b5b0-7966-46b0-ba6b-a0b6b9f8d1b3,830,830,---,1,S,---,---,1,2016-03-24,09:22:00.000Z,5.53648106 -0.25580831 32.0 5.0,0,N/A,Shiabu,---,---,---,---,1,1,2,1,0,1,0,0,1,1,0,0,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,it had rained the previous day and early in the morning but not as at the time of sampling,"Christian, Mario, Bert Boi",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-04a2a931cd098e3aa6c6edc7ad31aa82,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/,sp-accra,2016-03-24 09:27:38,2016-03-24 09:21:01,test,2016-03-24 09:27:42,---,---
401,d7bfc5b2-8223-409d-9282-cd2fc9df09e2,845,845,---,8,---,---,---,---,2016-03-29,10:45:00.000Z,5.52234652 -0.25686417 32.0 3.0,4,spigen,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,2,---,---,---,---,---,---,---,---,---,200,NA,"RK,BNBB,MC",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-9ecf22aab4e10269ef1fe3de2aa014c1,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-29 10:46:01,2016-03-29 10:44:29,test,2016-06-03 16:49:26,---,---
402,dc30b7fe-690e-45a9-82c2-663145bf6864,403,403,---,7,---,---,---,---,2016-06-20,10:43:00.000Z,5.5583407 -0.2142192 39.0 5.0,403,WRI 2,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,3,0,4,1,---,Latrine wall swabbed,RK,1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-99d22be897bf3804956ab4c1a1eebc08,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-20 10:45:03,2016-06-20 10:43:08,rkuddy,2016-06-20 10:46:55,---,---
403,ecf17aa4-df3f-4375-9b28-a0877496b5cb,148,148,---,4,---,---,---,---,2016-05-05,10:31:00.000Z,5.52454389 -0.24526521 27.0 5.0,148,WRI 15,Chorkor,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Trash within 3m of water,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-ebca42df8c0cf88e19d3679fa70bf0b4,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-05 10:32:59,2016-05-05 10:31:07,mchrisk,2016-05-05 15:12:00,---,---
404,fbf918d8-15e0-4378-a1a2-2fcba86b166d,548,548,---,1,S,---,---,14,2016-07-18,13:30:00.000Z,5.57552038 -0.2144316 53.0 5.0,548,WRI 3,Kokomlemle,---,---,---,---,1,1,1,1,0,0,0,0,1,3,0,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,drain filled with plastic bags,"BNBB,RK,MC",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-c6cb0946a7aee371cc82978137afc3b5,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-18 13:32:32,2016-07-18 13:30:09,rkuddy,2016-07-18 13:32:39,---,---
405,f72500dd-c144-455e-bfde-6f6cf4335712,320,320,---,1,S,---,---,10,2016-06-13,12:08:00.000Z,5.56492911 -0.21108611 51.0 3.0,10,WRI 2,Adabraka,---,---,---,---,1,1,2,1,0,1,0,0,1,3,0,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-8d173c35693fefa21f1d54b9c36e981e,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-13 12:09:59,2016-06-13 12:07:51,rkuddy,2016-06-13 12:11:50,---,---
406,f854f3a2-8c75-46dd-a9e1-65411c6228bd,842,842,---,8,---,---,---,---,2016-03-29,10:15:00.000Z,5.52323831 -0.2536146 15.0 4.0,1,spigen,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1,2,---,---,---,---,---,---,---,---,---,100,NA,"MC,BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-8335331c4014d178b96d616af6af9bab,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-29 10:18:17,2016-03-29 10:15:27,test,2016-06-03 16:48:53,---,---
407,50a9300e-2781-4428-9a33-dc9f9f67ffe3,560,560,---,1,T,---,1,---,2016-07-19,12:38:00.000Z,5.57437445 -0.2097165 51.0 5.0,560,WRI 0,Kokomlemle,---,---,---,---,1,2,1,1,0,0,0,0,0,---,1,0,0,0,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,"Within compound of Accra Technical training centre, water level exceedingly low","MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-9da36851c70098019427d59ac5240e3c,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-19 12:41:24,2016-07-19 12:38:00,mchrisk,2016-07-19 12:41:54,---,---
408,ff1eea30-8b40-4e03-82eb-11035a427691,235,235,---,1,S,---,---,11,2016-05-17,09:45:00.000Z,5.52808056 -0.23706588 43.0 5.0,235,WRI,Chorkor,---,---,---,---,1,2,1,1,0,0,0,0,1,2,0,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Drain filled with trash,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-c02f548d050f4ee0752c35afea84ed06,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-17 20:50:55,2016-05-17 20:43:10,rkuddy,2016-05-17 09:51:32,---,---
409,ff505d38-d36c-499e-94a4-5bf4d1bd4a2b,344,344,---,1,S,---,---,15,2016-06-13,13:01:00.000Z,5.5637999 -0.21153638 30.0 5.0,15,WRI 15,Adabraka,---,---,---,---,1,2,1,1,0,1,0,0,1,1,0,0,0,0,1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,"Extremely low water level, within 3m of urinal","MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-35b32dd64158b388dd5e0aabc39ee3b8,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-13 13:04:49,2016-06-13 13:00:38,mchrisk,2016-06-13 13:04:59,---,---
410,ffc718f8-4ad0-43ff-9d1e-556acfac47f3,122,122,---,3,---,---,---,---,2016-05-04,11:44:00.000Z,5.53067781 -0.24226544 16.0 5.0,122,WRI 15,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,0,---,0.0,0.2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,close to household washroom,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-432d580f31ac7ca3c3c2b44d6ec95755,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-04 11:50:31,2016-05-04 11:44:08,cafrimpong,2016-06-03 17:10:43,---,---
411,fd8de803-a169-4423-b946-9d7a25ee4d30,268,268,---,7,---,---,---,---,2016-06-08,11:39:00.000Z,5.56318383 -0.20928244 50.0 4.0,268,WRI2,Adabraka,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,public school latrine,2,---,10,10,9999,0,---,boundry road primary&j.h.s,BNBB,1,1.0,---,AuthContext,sp-accra,---,3b74088468b9017329b42841ed7918fe,2-6e2a25566447b0ec8a3394c8b3336a90,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-08 11:43:02,2016-06-08 11:38:15,bnbboye,2016-06-08 11:44:54,---,---
412,0004e480-b25b-4464-af40-071738cb41d0,783,783,---,7,---,---,---,---,2016-03-31,11:19:00.000Z,5.52689516 -0.25480965 35.0 8.0,48,03,Shiabu,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterine, box seat",2,---,12,4,9999,1,---,"No soap at handwashing station, wet littered floor","MC, BNBB, CKAF, RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-fc245ac13b86e81cf1a09d60462bc32a,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-31 11:21:24,2016-03-31 11:19:03,test,2016-06-03 16:52:40,---,---
413,00c4a061-12f6-4ba0-ac41-195ce25d2fa6,436,436,---,7,---,---,---,---,2016-06-23,13:08:00.000Z,5.55647661 -0.1858599 68.0 7.0,436,WRI 3,Ringway,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,88,"Public laterine, laterine wall",4,---,2,0,9999,1,---,Private compound laterine used by other members of community,"MC, CKAF",1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-f647b7db680a061726d6db171ad839b5,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-06-23 13:10:42,2016-06-23 13:08:10,cafrimpong,2016-06-23 13:10:48,---,---
414,2551e714-4aac-4977-9ad3-b628fb436b42,642,642,---,7,---,---,---,---,2016-07-21,11:24:00.000Z,5.5790427 -0.21610019 43.0 5.0,642,WRI 5,Kokomlemle,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,2,1,9,0,---,N/A,CKAF,1,1.0,---,AuthContext,sp-accra,---,94fbda39e376b90446a3f0b822ce5078,2-ac1e9ac3293d5e5fa650f09b1e699e14,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-21 11:27:37,2016-07-21 11:22:10,cafrimpong,2016-07-21 14:11:33,---,---
415,6a65175d-c8a5-4e74-8d3f-8c604a921f54,117,117,---,3,---,---,---,---,2016-05-04,11:52:00.000Z,5.52833552 -0.25016728 26.0 5.0,117,WRI 2,Chorkor,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,3,---,0,---,0.01,0.09,---,---,---,---,---,---,---,---,---,---,---,---,---,---,NA,"BNBB,RK",1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef353f,2-d275605223a38710abca57638a73b47c,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-05-04 22:58:30,2016-05-04 22:52:24,rkuddy,2016-05-04 11:59:14,---,---
416,69285c88-c58a-49e7-a90d-9f64c3952755,807,807,---,2,---,---,---,---,2016-03-30,10:52:00.000Z,5.52637527 -0.25873993 23.0 5.0,22,Sp09,Shiabu,---,---,Pepper,15,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Within 3m of HH latrine,"MC,BNBB, CKAF, RK",1,1.0,---,AuthContext,sp-accra,---,702302b8962eebee5431382bb1d96c4f,2-c9099bab08d983a0c4022e6d2228e029,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-03-30 10:53:39,2016-03-30 10:51:17,test,2016-06-03 16:51:14,---,---
417,6c33712e-bde5-452e-8bbc-196b12a6084f,566,566,---,7,---,---,---,---,2016-07-20,13:00:00.000Z,5.57902266 -0.21544408 47.0 10.0,566,WRI 4,Kokomlemle,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2,---,5,---,1,0,4,1,---,N/A,MC,1,1.0,---,AuthContext,sp-accra,---,111ad04bb56a5f5971ef4b54b0ef332b,2-e90a83bf7e27aafa1ba5c303e22b6696,---,http://commcarehq.org/xforms,---,TRUE,sample_collection_a,TRUE,---,/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/,sp-accra,2016-07-20 12:02:54,2016-07-20 11:59:54,mchrisk,2016-07-21 14:12:16,---,---
